##Ensembl file: C:\Users\ahsturm1\Desktop\Data\NGS\Ensembl\Homo_sapiens.GRCh38.112.gff3
##RefSeq file: C:\Users\ahsturm1\Desktop\Data\NGS\RefSeq\Homo_sapiens.GRCh38.p14.gff3
#Ensembl ID	RefSeq ID
ENST00000619216	NR_106918
ENST00000261674	NM_004592
ENST00000261674	CCDS9273
ENST00000541286	NM_001261411
ENST00000541286	CCDS58290
ENST00000360564	NM_016155
ENST00000360564	CCDS31927
ENST00000535291	NM_001411000
ENST00000535291	CCDS91781
ENST00000321867	NM_003565
ENST00000321867	CCDS9274
ENST00000443358	NM_001002020
ENST00000443358	CCDS31928
ENST00000376649	NM_025215
ENST00000376649	CCDS9275
ENST00000389561	NM_015409
ENST00000389561	CCDS31929
ENST00000397333	NM_175066
ENST00000397333	CCDS41865
ENST00000330579	NM_024078
ENST00000330579	CCDS9277
ENST00000397325	NM_021808
ENST00000397325	CCDS41866
ENST00000328957	NM_001122636
ENST00000328957	CCDS81755
ENST00000541995	NM_021808
ENST00000541995	CCDS41866
ENST00000434748	NM_001142641
ENST00000434748	CCDS45010
ENST00000680143	NM_001367871
ENST00000680143	CCDS91782
ENST00000542061	NM_001382742
ENST00000542061	CCDS91783
ENST00000612332	NR_106821
ENST00000376608	NM_001195520
ENST00000376608	CCDS73547
ENST00000643471	NM_170682
ENST00000643471	CCDS31931
ENST00000343948	NM_170683
ENST00000343948	CCDS31930
ENST00000350048	NM_016318
ENST00000350048	CCDS31933
ENST00000351222	NM_174872
ENST00000351222	CCDS31935
ENST00000352418	NM_012226
ENST00000352418	CCDS31934
ENST00000449132	NM_001282164
ENST00000449132	CCDS61286
ENST00000348800	NM_174873
ENST00000348800	CCDS31932
ENST00000542301	NM_001282165
ENST00000542301	CCDS73548
ENST00000320574	NM_006231
ENST00000320574	CCDS9278
ENST00000317479	NM_018663
ENST00000317479	CCDS9279
ENST00000317555	NM_138575
ENST00000317555	CCDS9280
ENST00000704860	NM_001170544
ENST00000704860	CCDS91784
ENST00000498926	NM_001170543
ENST00000498926	CCDS53845
ENST00000357997	NM_015114
ENST00000357997	CCDS41869
ENST00000204726	NM_001389683
ENST00000204726	NM_001389685
ENST00000204726	CCDS9281
ENST00000450791	NM_001389683
ENST00000450791	CCDS9281
ENST00000688114	NM_001389686
ENST00000688114	CCDS91785
ENST00000691696	NM_001389688
ENST00000691696	CCDS91785
ENST00000691636	NM_001389688
ENST00000691636	CCDS91785
ENST00000545875	NM_001172557
ENST00000545875	CCDS53846
ENST00000450056	NM_001161346
ENST00000450056	CCDS53848
ENST00000266880	NM_018223
ENST00000266880	CCDS31937
ENST00000443047	NM_001161347
ENST00000443047	CCDS53847
ENST00000432561	NM_001161344
ENST00000432561	CCDS53849
ENST00000360187	NM_183238
ENST00000360187	CCDS31938
ENST00000392321	NM_001164715
ENST00000392321	CCDS53850
ENST00000328654	NM_019591
ENST00000328654	CCDS31939
ENST00000443154	NR_110091
ENST00000392319	NM_001127372
ENST00000392319	NM_001289971
ENST00000392319	NM_003428
ENST00000392319	CCDS31940
ENST00000539354	NM_001289971
ENST00000539354	CCDS31940
ENST00000327668	NM_001289972
ENST00000327668	CCDS31940
ENST00000544426	NM_001300776
ENST00000544426	CCDS73550
ENST00000355557	NM_003440
ENST00000355557	CCDS9282
ENST00000537226	NM_001277291
ENST00000537226	CCDS59238
ENST00000426665	NM_015394
ENST00000426665	CCDS9283
ENST00000248211	NM_015394
ENST00000248211	CCDS9283
ENST00000228289	NM_001165881
ENST00000228289	CCDS45012
ENST00000541211	NM_001165885
ENST00000541211	CCDS53851
ENST00000536435	NM_003415
ENST00000536435	CCDS45012
ENST00000539248	NM_001165883
ENST00000539248	CCDS59240
ENST00000542711	NM_001165886
ENST00000542711	CCDS53853
ENST00000536899	NM_001165884
ENST00000536899	CCDS53854
ENST00000541009	NM_152943
ENST00000541009	CCDS59239
ENST00000592241	NM_001165887
ENST00000592241	CCDS53852
ENST00000419717	NM_001191054
ENST00000419717	CCDS53855
ENST00000545940	NM_001372060
ENST00000545940	CCDS91786
ENST00000652806	NR_046987
ENST00000400113	NM_006001
ENST00000400113	CCDS9284
ENST00000413833	NR_034026
ENST00000696858	NM_001395978
ENST00000696858	CCDS45014
ENST00000697147	NM_001395978
ENST00000697147	CCDS45014
ENST00000400103	NM_001141968
ENST00000400103	CCDS45013
ENST00000390680	NM_130785
ENST00000390680	CCDS9285
ENST00000696988	NM_199254
ENST00000696988	CCDS45014
ENST00000361479	NM_017520
ENST00000361479	CCDS9287
ENST00000338910	NM_001354909
ENST00000338910	CCDS41870
ENST00000619300	NM_001042414
ENST00000619300	CCDS41870
ENST00000337963	NM_001142684
ENST00000382907	NM_001039649
ENST00000382907	CCDS31943
ENST00000382905	NM_001039650
ENST00000382905	CCDS31942
ENST00000382874	NM_001190964
ENST00000382874	NM_003453
ENST00000382874	CCDS45016
ENST00000610343	NM_197968
ENST00000610343	CCDS45016
ENST00000382871	NM_003453
ENST00000382871	CCDS45016
ENST00000455848	NR_126380
ENST00000241125	NM_021954
ENST00000241125	CCDS9289
ENST00000382844	NM_004004
ENST00000382844	CCDS9290
ENST00000382848	NM_004004
ENST00000382848	CCDS9290
ENST00000241124	NM_006783
ENST00000241124	CCDS9291
ENST00000647029	NM_001110219
ENST00000647029	CCDS9291
ENST00000400065	NM_001110221
ENST00000400065	CCDS9291
ENST00000644283	NM_001110220
ENST00000644283	CCDS9291
ENST00000643121	NM_001110219
ENST00000643121	NM_001110220
ENST00000643121	NM_001370090
ENST00000643121	CCDS9291
ENST00000400066	NM_001370091
ENST00000400066	CCDS9291
ENST00000643211	NM_001370090
ENST00000643211	CCDS9291
ENST00000647243	NM_001370092
ENST00000647243	CCDS9291
ENST00000636852	NM_006783
ENST00000636852	NM_001110221
ENST00000636852	CCDS9291
ENST00000644667	NM_006783
ENST00000644667	CCDS9291
ENST00000644593	NM_001363647
ENST00000644593	CCDS86344
ENST00000298248	NM_015974
ENST00000298248	CCDS41871
ENST00000584834	NR_039721
ENST00000319980	NM_175605
ENST00000319980	CCDS31944
ENST00000351808	NM_006531
ENST00000351808	CCDS31945
ENST00000304920	NM_138284
ENST00000304920	CCDS9292
ENST00000682841	NM_001385224
ENST00000682841	CCDS9292
ENST00000382758	NM_001318939
ENST00000382758	CCDS9293
ENST00000382754	NM_174928
ENST00000382754	CCDS9293
ENST00000255305	NM_022459
ENST00000255305	CCDS41872
ENST00000424329	NR_104058
ENST00000382592	NM_014572
ENST00000382592	CCDS9294
ENST00000382533	NM_005870
ENST00000382533	CCDS9295
ENST00000621421	NM_005870
ENST00000621421	CCDS9295
ENST00000400018	NM_001166017
ENST00000400018	CCDS53856
ENST00000314759	NM_145061
ENST00000314759	CCDS31946
ENST00000309594	NM_024026
ENST00000309594	CCDS9296
ENST00000400590	NM_001330059
ENST00000400590	CCDS81758
ENST00000382466	NM_153251
ENST00000382466	CCDS45017
ENST00000542645	NM_001286638
ENST00000542645	CCDS73551
ENST00000415724	NM_001330059
ENST00000415724	CCDS81758
ENST00000382374	NM_152726
ENST00000382374	CCDS9297
ENST00000382353	NM_002010
ENST00000382353	CCDS9298
ENST00000218867	NM_000231
ENST00000218867	CCDS9299
ENST00000382292	NM_014363
ENST00000382292	CCDS9300
ENST00000443092	NR_103450
ENST00000403372	NM_001204459
ENST00000403372	CCDS55893
ENST00000248484	NM_148957
ENST00000248484	CCDS9301
ENST00000382258	NM_018647
ENST00000382258	CCDS9302
ENST00000382263	NM_001204458
ENST00000382263	CCDS9301
ENST00000382172	NM_005932
ENST00000382172	CCDS9303
ENST00000382137	NM_001007537
ENST00000382137	CCDS31947
ENST00000713589	NM_001007537
ENST00000713589	CCDS31947
ENST00000424834	NM_001166271
ENST00000424834	CCDS53857
ENST00000382108	NM_001166271
ENST00000382108	CCDS53857
ENST00000382095	NM_153023
ENST00000382095	CCDS9305
ENST00000516886	NR_031753
ENST00000430733	NR_046531
ENST00000343003	NM_001286794
ENST00000343003	CCDS66518
ENST00000399949	NM_001286795
ENST00000399949	CCDS66517
ENST00000409126	NM_001286793
ENST00000409126	CCDS73553
ENST00000382071	NM_001303138
ENST00000382071	CCDS9306
ENST00000332018	NM_178540
ENST00000332018	CCDS9306
ENST00000561557	NR_131903
ENST00000381989	NM_006437
ENST00000381989	CCDS9307
ENST00000381946	NM_001676
ENST00000381946	CCDS31948
ENST00000218548	NM_001185085
ENST00000218548	CCDS53858
ENST00000255324	NM_031277
ENST00000255324	CCDS9308
ENST00000381884	NM_018451
ENST00000381884	CCDS9310
ENST00000281589	NM_030979
ENST00000281589	CCDS9311
ENST00000515384	NM_152704
ENST00000515384	CCDS53859
ENST00000357816	NM_199138
ENST00000357816	CCDS9312
ENST00000381801	NM_004685
ENST00000381801	CCDS9313
ENST00000482345	NM_001385230
ENST00000477876	NM_001411001
ENST00000477876	CCDS91790
ENST00000381736	NM_014089
ENST00000381736	CCDS9314
ENST00000381718	NM_001008564
ENST00000381718	CCDS31949
ENST00000695572	NM_001411002
ENST00000695572	CCDS91791
ENST00000381655	NM_016529
ENST00000381655	CCDS41873
ENST00000682472	NM_001411005
ENST00000682472	CCDS91793
ENST00000319420	NM_001007538
ENST00000319420	CCDS31951
ENST00000346166	NM_183044
ENST00000346166	CCDS9316
ENST00000381570	NM_183044
ENST00000381570	CCDS9316
ENST00000381588	NM_005977
ENST00000381588	CCDS9316
ENST00000381527	NM_001260
ENST00000381527	CCDS9317
ENST00000335327	NM_006646
ENST00000335327	CCDS9318
ENST00000361042	NM_001291965
ENST00000361042	CCDS76626
ENST00000405846	NM_005288
ENST00000405846	CCDS9319
ENST00000381436	NM_005288
ENST00000381436	CCDS9319
ENST00000282344	NM_182488
ENST00000282344	CCDS31952
ENST00000311549	NM_000982
ENST00000311549	CCDS9320
ENST00000272274	NM_000982
ENST00000272274	CCDS9320
ENST00000319826	NM_000982
ENST00000319826	CCDS9320
ENST00000326092	NM_000982
ENST00000326092	CCDS9320
ENST00000384769	NR_002574
ENST00000384323	NR_002575
ENST00000241463	NM_206827
ENST00000241463	CCDS9321
ENST00000381140	NM_002097
ENST00000381140	CCDS45019
ENST00000381116	NM_001166263
ENST00000381116	CCDS9322
ENST00000381120	NM_152912
ENST00000381120	CCDS9322
ENST00000405591	NM_152912
ENST00000405591	CCDS9322
ENST00000316334	NM_153371
ENST00000316334	CCDS9323
ENST00000649248	NM_153371
ENST00000649248	CCDS9323
ENST00000637180	NM_001206559
ENST00000637180	CCDS73555
ENST00000621089	NM_001206559
ENST00000621089	CCDS73555
ENST00000693488	NM_001206559
ENST00000693488	CCDS73555
ENST00000399697	NM_152705
ENST00000399697	CCDS9324
ENST00000302979	NM_015972
ENST00000302979	CCDS9325
ENST00000637071	NM_001206559
ENST00000637071	CCDS73555
ENST00000302945	NM_145657
ENST00000302945	CCDS9326
ENST00000381033	NM_000209
ENST00000381033	CCDS9327
ENST00000381020	NM_001265
ENST00000381020	CCDS9328
ENST00000332715	NM_001105577
ENST00000332715	CCDS45020
ENST00000241453	NM_004119
ENST00000241453	CCDS31953
ENST00000380958	NM_175854
ENST00000380958	CCDS9329
ENST00000282397	NM_002019
ENST00000282397	CCDS9330
ENST00000541932	NM_001160030
ENST00000541932	CCDS53860
ENST00000615840	NM_001159920
ENST00000615840	CCDS73556
ENST00000380842	NM_015932
ENST00000380842	CCDS9331
ENST00000266943	NM_181785
ENST00000266943	CCDS9332
ENST00000380814	NM_001135919
ENST00000380814	CCDS45021
ENST00000612955	NM_001033602
ENST00000612955	CCDS45022
ENST00000434779	NR_046704
ENST00000380808	NM_015233
ENST00000380808	CCDS41874
ENST00000380752	NM_003045
ENST00000380752	CCDS9333
ENST00000380680	NM_007106
ENST00000380680	CCDS9334
ENST00000453470	NR_046510
ENST00000450264	NR_047501
ENST00000380615	NM_032116
ENST00000380615	CCDS31956
ENST00000380617	NM_001014380
ENST00000380617	CCDS31956
ENST00000638137	NM_001355247
ENST00000638137	CCDS86346
ENST00000635918	NM_001355247
ENST00000635918	CCDS86346
ENST00000436446	NM_001355247
ENST00000436446	CCDS86346
ENST00000341423	NM_002128
ENST00000341423	CCDS9335
ENST00000405805	NM_001313893
ENST00000405805	CCDS9335
ENST00000339872	NM_001313893
ENST00000339872	CCDS9335
ENST00000399489	NM_001363661
ENST00000399489	CCDS86347
ENST00000399494	NM_001370341
ENST00000399494	CCDS9335
ENST00000326004	NM_001370339
ENST00000326004	CCDS86347
ENST00000255304	NM_005800
ENST00000255304	CCDS9336
ENST00000614860	NM_001321533
ENST00000614860	CCDS81760
ENST00000617770	NM_001204406
ENST00000617770	CCDS73558
ENST00000380490	NM_001629
ENST00000380490	CCDS9337
ENST00000414407	NR_047012
ENST00000380482	NM_032849
ENST00000380482	CCDS9338
ENST00000380473	NM_152325
ENST00000380473	CCDS9339
ENST00000320027	NM_006644
ENST00000320027	CCDS9340
ENST00000445273	NM_001286505
ENST00000445273	CCDS73559
ENST00000630972	NM_001286504
ENST00000630972	CCDS66526
ENST00000380405	NM_001286503
ENST00000380405	CCDS66525
ENST00000343307	NM_194318
ENST00000343307	CCDS9341
ENST00000298386	NM_130806
ENST00000298386	CCDS9342
ENST00000380314	NM_001166058
ENST00000380314	CCDS53862
ENST00000642040	NM_001411012
ENST00000642040	CCDS91795
ENST00000542859	NM_023037
ENST00000542859	CCDS41875
ENST00000533490	NM_001136571
ENST00000533490	CCDS45023
ENST00000345108	NM_001136571
ENST00000345108	CCDS45023
ENST00000544455	NM_000059
ENST00000544455	CCDS9344
ENST00000700202	NM_001406720
ENST00000380152	NM_000059
ENST00000380152	CCDS9344
ENST00000380130	NM_052818
ENST00000380130	CCDS9345
ENST00000380139	NM_001079691
ENST00000380139	CCDS41877
ENST00000613078	NM_001079691
ENST00000613078	CCDS41877
ENST00000380133	NM_001286459
ENST00000380133	CCDS9345
ENST00000357505	NM_001278432
ENST00000357505	CCDS61307
ENST00000399396	NM_033111
ENST00000399396	CCDS45024
ENST00000504114	NM_001278432
ENST00000504114	CCDS61307
ENST00000629393	NR_026928
ENST00000267068	NM_014887
ENST00000267068	CCDS9346
ENST00000674349	NM_001387082
ENST00000674349	CCDS9346
ENST00000674428	NM_001387081
ENST00000674428	CCDS91798
ENST00000674421	NM_001387101
ENST00000674421	CCDS9346
ENST00000674465	NM_001387080
ENST00000674465	CCDS9346
ENST00000674180	NM_001387223
ENST00000674180	CCDS91799
ENST00000674377	NM_001387105
ENST00000674377	CCDS91796
ENST00000674327	NM_001387104
ENST00000674327	CCDS91797
ENST00000674484	NM_001387102
ENST00000674484	CCDS9346
ENST00000315596	NM_015032
ENST00000315596	CCDS41878
ENST00000380099	NM_004795
ENST00000380099	CCDS9347
ENST00000336934	NM_178006
ENST00000336934	CCDS9348
ENST00000567873	NM_001411014
ENST00000567873	CCDS91800
ENST00000255486	NM_178007
ENST00000255486	CCDS9349
ENST00000399365	NM_052851
ENST00000399365	CCDS9350
ENST00000434425	NM_181558
ENST00000434425	CCDS45025
ENST00000380071	NM_002915
ENST00000380071	CCDS9352
ENST00000379939	NM_001385012
ENST00000379939	CCDS91801
ENST00000400445	NM_015678
ENST00000400445	CCDS45026
ENST00000685686	NM_001204197
ENST00000685686	CCDS55894
ENST00000693262	NM_001204197
ENST00000693262	CCDS55894
ENST00000689454	NM_001204197
ENST00000689454	CCDS55894
ENST00000686741	NM_001204197
ENST00000686741	CCDS55894
ENST00000686952	NM_001204197
ENST00000686952	CCDS55894
ENST00000707125	NM_005584
ENST00000707125	CCDS9353
ENST00000379919	NM_005584
ENST00000379919	CCDS9353
ENST00000685329	NM_001204197
ENST00000685329	CCDS55894
ENST00000537702	NM_001204197
ENST00000537702	CCDS55894
ENST00000360631	NM_001330071
ENST00000360631	CCDS81762
ENST00000379893	NM_001195416
ENST00000379893	CCDS55895
ENST00000255448	NM_004734
ENST00000255448	CCDS9354
ENST00000615680	NM_001195415
ENST00000615680	CCDS73561
ENST00000460982	NM_001195430
ENST00000379881	NM_017826
ENST00000379881	CCDS9355
ENST00000511166	NM_001198910
ENST00000317764	NM_001282147
ENST00000317764	CCDS61309
ENST00000379864	NM_001144982
ENST00000379864	CCDS45027
ENST00000239860	NM_001144984
ENST00000239860	CCDS53863
ENST00000491049	NM_001144983
ENST00000491049	CCDS45027
ENST00000503173	NM_001198908
ENST00000503173	CCDS55897
ENST00000239859	NM_001144981
ENST00000239859	CCDS45028
ENST00000510088	NM_001144985
ENST00000510088	CCDS45029
ENST00000379862	NM_001144986
ENST00000379862	CCDS45029
ENST00000438666	NM_015087
ENST00000438666	CCDS9356
ENST00000451493	NM_001142295
ENST00000451493	CCDS9356
ENST00000355182	NM_001142294
ENST00000355182	CCDS9356
ENST00000650221	NM_001142294
ENST00000650221	CCDS9356
ENST00000494062	NM_001142296
ENST00000494062	CCDS9356
ENST00000630422	NM_001111046
ENST00000630422	NM_001413923
ENST00000630422	CCDS45031
ENST00000440264	NM_001111046
ENST00000440264	CCDS45031
ENST00000255465	NM_001413923
ENST00000255465	CCDS45031
ENST00000625767	NM_001111045
ENST00000625767	CCDS45031
ENST00000315190	NM_203451
ENST00000315190	CCDS9358
ENST00000255476	NM_000538
ENST00000255476	CCDS9359
ENST00000379826	NM_001127217
ENST00000379826	CCDS45032
ENST00000715264	NM_001127217
ENST00000715264	CCDS45032
ENST00000350148	NM_005905
ENST00000350148	CCDS9360
ENST00000239891	NM_013338
ENST00000239891	CCDS9361
ENST00000443765	NM_001142364
ENST00000443765	CCDS45033
ENST00000389704	NM_181503
ENST00000389704	CCDS31958
ENST00000350612	NM_001014286
ENST00000350612	CCDS31959
ENST00000360252	NM_001278481
ENST00000360252	CCDS9362
ENST00000475892	NM_001278480
ENST00000475892	CCDS61311
ENST00000356185	NM_017569
ENST00000356185	CCDS9362
ENST00000464744	NM_001278482
ENST00000464744	CCDS9362
ENST00000379800	NM_145203
ENST00000379800	CCDS9363
ENST00000612438	NR_040244
ENST00000541179	NM_001135935
ENST00000541179	CCDS53864
ENST00000379749	NM_001330517
ENST00000379749	CCDS81764
ENST00000379747	NM_006475
ENST00000379747	CCDS9364
ENST00000541481	NM_001286666
ENST00000541481	CCDS66530
ENST00000379743	NM_001286665
ENST00000379743	CCDS66531
ENST00000379742	NM_001135934
ENST00000379742	CCDS45034
ENST00000379705	NM_016179
ENST00000379705	CCDS9365
ENST00000338947	NM_001135958
ENST00000338947	CCDS45035
ENST00000379679	NM_001135958
ENST00000379679	CCDS45035
ENST00000625583	NM_003306
ENST00000625583	CCDS45037
ENST00000355779	NM_001135957
ENST00000355779	CCDS45039
ENST00000358477	NM_001135955
ENST00000358477	CCDS45038
ENST00000379673	NM_001135956
ENST00000379673	CCDS45036
ENST00000379649	NM_001286704
ENST00000379649	CCDS66533
ENST00000239878	NM_016617
ENST00000239878	CCDS9366
ENST00000280481	NM_207361
ENST00000280481	CCDS31960
ENST00000379631	NM_145286
ENST00000379631	CCDS9367
ENST00000423210	NM_001144033
ENST00000423210	CCDS45040
ENST00000352251	NM_025138
ENST00000352251	CCDS9368
ENST00000625998	NM_170719
ENST00000625998	CCDS45041
ENST00000379599	NM_001017370
ENST00000379599	CCDS31962
ENST00000379600	NM_001012754
ENST00000379600	CCDS31961
ENST00000379589	NM_005780
ENST00000379589	CCDS9369
ENST00000416691	NM_001145079
ENST00000416691	CCDS45042
ENST00000455146	NM_020751
ENST00000455146	CCDS9370
ENST00000583252	NR_036190
ENST00000617777	NR_033877
ENST00000379561	NM_002015
ENST00000379561	CCDS9371
ENST00000323563	NM_005830
ENST00000323563	CCDS9372
ENST00000707033	NM_014252
ENST00000707033	CCDS9373
ENST00000338625	NM_014252
ENST00000338625	CCDS9373
ENST00000384919	NR_030352
ENST00000239882	NM_172373
ENST00000239882	CCDS9374
ENST00000625359	NM_001145353
ENST00000625359	CCDS45043
ENST00000379487	NM_007187
ENST00000379487	CCDS9375
ENST00000577639	NR_036127
ENST00000379485	NM_152903
ENST00000379485	CCDS9376
ENST00000379483	NM_032138
ENST00000379483	CCDS9377
ENST00000379480	NM_004294
ENST00000379480	CCDS9378
ENST00000379477	NM_001354073
ENST00000379477	CCDS9378
ENST00000379406	NM_024561
ENST00000379406	CCDS9379
ENST00000403412	NM_001110798
ENST00000403412	CCDS45044
ENST00000379359	NM_014059
ENST00000379359	CCDS41880
ENST00000379310	NM_015058
ENST00000379310	CCDS41881
ENST00000583027	NR_049803
ENST00000281496	NM_001009814
ENST00000281496	CCDS31963
ENST00000611103	NR_039974
ENST00000379274	NM_001204504
ENST00000379274	CCDS9382
ENST00000337343	NM_178009
ENST00000337343	CCDS9381
ENST00000261491	NM_001204504
ENST00000261491	CCDS9382
ENST00000628433	NM_001204506
ENST00000628433	CCDS55899
ENST00000536612	NM_001204505
ENST00000536612	CCDS55898
ENST00000025301	NM_016248
ENST00000025301	CCDS9383
ENST00000637043	NR_135319
ENST00000358545	NM_033012
ENST00000358545	CCDS9385
ENST00000398795	NM_003701
ENST00000398795	CCDS9384
ENST00000537894	NM_001318932
ENST00000537894	NM_182508
ENST00000537894	CCDS9386
ENST00000313851	NM_001318932
ENST00000313851	CCDS9386
ENST00000313640	NM_001002264
ENST00000313640	CCDS31964
ENST00000313624	NM_033255
ENST00000313624	CCDS9387
ENST00000398762	NM_001330543
ENST00000398762	CCDS81765
ENST00000379221	NM_013238
ENST00000379221	CCDS9388
ENST00000690772	NM_001347969
ENST00000690772	CCDS9389
ENST00000261488	NM_017993
ENST00000261488	CCDS9389
ENST00000444614	NM_144974
ENST00000444614	CCDS9390
ENST00000441843	NM_001128303
ENST00000441843	CCDS9391
ENST00000325686	NM_153218
ENST00000325686	CCDS9391
ENST00000400419	NM_024058
ENST00000400419	CCDS61320
ENST00000415082	NR_046843
ENST00000610873	NR_107046
ENST00000379179	NM_001010897
ENST00000379179	CCDS31965
ENST00000261489	NM_006022
ENST00000261489	CCDS9392
ENST00000622051	NM_001243797
ENST00000622051	CCDS73565
ENST00000611198	NM_001243798
ENST00000611198	CCDS73565
ENST00000458659	NM_183422
ENST00000458659	CCDS31966
ENST00000379161	NM_012345
ENST00000379161	CCDS9393
ENST00000379151	NM_018559
ENST00000379151	CCDS9394
ENST00000340473	NM_004128
ENST00000340473	CCDS9395
ENST00000379108	NM_198404
ENST00000379108	CCDS9396
ENST00000530705	NM_003295
ENST00000530705	CCDS9397
